media,country,week,articles
es_VEN_univer,FRA,2014-12-08,4.8333333333
en_USA_wapost,VEN,2014-04-07,2
fr_FRA_lmonde,BEL,2015-05-25,3
en_PAK_newint,ESP,2015-04-06,2
en_NZL_nzhera,ALB,2015-03-16,1.5
fr_FRA_lepari,BIH,2014-02-03,2
en_IND_tindia,AFG,2015-05-18,8
es_CHL_mercur,MCO,2014-06-23,1
es_MEX_jormex,CHL,2015-03-09,1
en_GBR_dailyt,FRA,2014-12-22,12.5
en_GBR_guardi,MEX,2014-01-13,10
es_BOL_patria,ARG,2015-06-15,3
es_BOL_larazo,PSE,2014-08-25,9.5
es_MEX_univer,MAR,2014-03-31,1
es_VEN_univer,PAK,2014-10-20,1
es_CHL_tercer,PRK,2014-11-24,3.5
en_USA_nytime,TUR,2014-12-08,4
es_MEX_jormex,CHN,2014-06-02,0.5
en_CHN_chinad,FRA,2015-04-20,2.8333333333
en_USA_wapost,DEU,2014-10-13,1
en_USA_wapost,COG,2014-03-31,0.5
en_IND_tindia,UKR,2015-01-12,4
en_NZL_nzhera,KHM,2014-04-21,3.5
en_GBR_guardi,RUS,2015-06-15,12
en_JPN_jatime,DEU,2014-10-06,1
fr_BEL_derheu,GBR,2014-09-15,17.5
en_MYS_starmy,SSD,2014-06-30,0.5
en_AUS_austra,NGA,2014-02-24,1
en_USA_nytime,SDN,2014-05-26,0.5
en_USA_nytime,IDN,2014-03-31,0.5
en_JPN_jatime,SAU,2015-01-19,1
en_USA_wapost,ISL,2014-10-13,1
fr_FRA_lepari,RUS,2014-07-28,3.8333333333
es_BOL_patria,GRC,2015-01-05,1
es_CHL_tercer,CRI,2014-08-11,1
en_SGP_twoday,IRN,2014-09-01,15.5
es_CHL_tercer,POL,2014-05-26,0.3333333333
es_MEX_univer,CHN,2014-12-22,5
fr_DZA_elwata,NER,2015-02-16,1
en_NZL_nzhera,IRN,2014-01-13,19.1666666667
en_SGP_twoday,LBY,2014-10-06,7.5
en_IND_tindia,KEN,2015-04-13,0.5
en_USA_wapost,MYS,2015-05-11,1
en_GBR_dailyt,SWE,2014-03-10,0.5
en_IND_hindti,NPL,2014-09-08,2
es_ESP_elpais,EGY,2014-12-29,1
fr_CAN_jmontr,MEX,2014-11-24,1
en_SGP_twoday,SYR,2015-03-30,30.6666666667
es_CHL_tercer,ITA,2015-02-23,2
fr_FRA_lepari,TUN,2014-11-24,3
fr_CAN_jmontr,NGA,2014-11-10,3
en_PAK_newint,NGA,2015-06-01,3
en_MYS_starmy,NLD,2015-02-16,3
en_GBR_guardi,EGY,2014-06-23,11
en_GBR_dailyt,SSD,2014-01-13,5.5
fr_BEL_derheu,UKR,2014-05-26,6.5
en_USA_nytime,DEU,2014-10-20,3
en_ZWE_chroni,KEN,2015-04-27,2
en_SGP_twoday,BIH,2015-04-27,2
en_CHN_mopost,TZA,2014-08-25,1
en_IND_tindia,GEO,2015-06-08,3
en_USA_nytime,YEM,2015-06-01,6.5
en_GBR_guardi,YEM,2015-05-11,8
en_NZL_nzhera,KEN,2015-04-06,10
es_VEN_univer,NGA,2014-04-14,14
en_CAN_starca,MMR,2015-05-25,2.5
es_ESP_catalu,LBN,2014-08-04,3
en_PAK_newint,LKA,2014-07-07,1
en_CHN_chinad,NLD,2014-12-01,1
es_CHL_mercur,HKG,2015-01-05,2
fr_BEL_lesoir,IND,2015-05-11,1
en_CHN_mopost,SYR,2014-12-15,1
en_GBR_dailyt,IND,2014-03-24,9.5
en_NZL_nzhera,DZA,2015-01-05,2.5
es_ESP_catalu,IRQ,2015-02-23,3
en_NZL_nzhera,SAU,2014-05-26,1
fr_FRA_lmonde,UKR,2015-01-05,1.3333333333
fr_FRA_lmonde,ECU,2014-10-20,0.5
es_VEN_univer,USA,2014-12-08,40
en_ZWE_chroni,IDN,2015-04-06,1
en_USA_nytime,TUR,2014-02-24,4
en_USA_wapost,PRK,2015-02-23,3.5
en_USA_nytime,HKG,2014-10-27,19.3333333333
en_CAN_starca,GBR,2014-02-24,3
en_SGP_twoday,CHE,2015-01-12,6.5
en_GBR_guardi,SYR,2014-02-17,12.25
en_CHN_chinad,IRN,2015-02-23,2
en_SGP_twoday,KOR,2014-06-16,10
en_NZL_nzhera,UKR,2014-05-12,25
en_SGP_twoday,HRV,2015-02-02,1.5
en_GBR_dailyt,UKR,2014-01-13,4
en_MYS_starmy,PAK,2015-01-12,12.5
es_VEN_univer,MAR,2015-03-30,2
en_MYS_starmy,UKR,2015-06-08,14.6666666667
en_GBR_dailyt,SLE,2015-03-16,2
en_NGA_thiday,BRA,2014-05-26,9.5
en_CHN_chinad,ISR,2014-03-17,2
en_NGA_thiday,USA,2015-01-05,3
en_SGP_twoday,TUN,2014-12-15,11
en_USA_wapost,PSE,2014-11-17,2.1666666667
en_MYS_starmy,AFG,2015-03-16,12
en_AUS_austra,BRA,2014-05-19,1
en_MLT_tmalta,SDN,2015-01-05,0.25
en_CHN_chinad,EGY,2014-12-08,1
es_ARG_nacion,UKR,2014-09-22,1
fr_BEL_derheu,PSE,2014-06-30,2.5
en_GBR_guardi,IRL,2014-02-10,6.5
en_CHN_mopost,EGY,2014-10-27,1
es_VEN_univer,NIC,2014-09-29,2.5
es_VEN_univer,ARG,2015-05-18,6
en_GBR_guardi,CUB,2015-01-12,6
en_GBR_dailyt,ETH,2015-04-27,1.5
es_CHL_mercur,ESP,2014-06-30,3
en_USA_wapost,JPN,2015-02-02,5
es_MEX_univer,NOR,2014-07-21,1
en_GBR_dailyt,IRQ,2015-04-27,4
en_SGP_twoday,USA,2014-04-21,16
es_BOL_larazo,SLV,2014-12-01,1
en_MYS_starmy,ISR,2014-09-01,6.8333333333
en_SGP_twoday,CAF,2014-10-06,7.5
fr_FRA_lmonde,ISR,2014-12-15,5.5
en_USA_wapost,CHN,2014-03-24,14.5
es_VEN_univer,ROU,2015-06-22,0.3333333333
es_ESP_catalu,NGA,2015-05-18,1
en_IND_hindti,ESP,2015-03-30,0.3333333333
en_GBR_guardi,NZL,2014-09-15,15
en_GBR_guardi,BGD,2014-05-26,1
en_MYS_starmy,GRC,2014-09-15,2
en_CHN_mopost,USA,2015-06-01,17.5
en_NZL_nzhera,BGR,2015-01-26,3.8333333333
es_ESP_elpais,SYR,2014-05-19,1.6666666667
en_CAN_starca,FRA,2014-02-03,1.5
en_USA_nytime,CHE,2014-02-24,1
en_USA_nytime,SYR,2015-02-23,5.5
en_GBR_guardi,IRL,2015-02-02,5
en_IND_hindti,MMR,2014-05-19,1
en_PAK_newint,ISR,2014-08-04,4.5
en_SGP_twoday,UKR,2014-12-01,27.5
en_GBR_guardi,ISR,2014-12-29,2.3333333333
en_GBR_dailyt,IRQ,2015-05-18,6.5
en_USA_nytime,GBR,2014-03-17,5.25
es_MEX_jormex,BOL,2014-10-06,5
fr_DZA_elwata,IRQ,2015-06-22,1
en_USA_wapost,VEN,2014-01-06,3
fr_DZA_xpress,PSE,2015-01-05,4
es_MEX_univer,KOR,2014-05-26,4.5
fr_DZA_xpress,USA,2015-02-09,2.3333333333
es_MEX_univer,HKG,2015-01-05,1
en_JPN_jatime,VEN,2014-11-24,1
en_CAN_starca,IRQ,2015-01-05,1
en_JPN_jatime,CHN,2014-09-08,2
es_ESP_catalu,GRC,2015-04-13,4
en_MLT_tmalta,POL,2014-07-21,0.5
en_NZL_nzhera,PRK,2015-02-23,3
en_IND_hindti,AFG,2014-10-20,2
fr_FRA_lmonde,GRC,2015-05-25,1
es_CHL_mercur,TUR,2014-08-04,2
es_BOL_patria,ARG,2014-10-27,2
en_AUS_austra,HKG,2014-12-08,2
en_MYS_starmy,MKD,2014-04-28,2
fr_FRA_lmonde,ISR,2014-05-12,4
fr_FRA_lepari,CHE,2015-03-09,1
es_CHL_mercur,MYS,2014-04-21,8.5
en_GBR_dailyt,ESP,2015-01-05,1
en_CAN_starca,CHN,2014-08-18,1.5
en_IND_tindia,SGP,2015-04-20,0.5
en_NZL_nzhera,OMN,2014-11-17,0.5
es_MEX_univer,SYR,2014-11-10,6
es_ESP_elpais,PRK,2015-04-06,0.5
en_CHN_chinad,JPN,2014-12-29,2.5
es_BOL_patria,ITA,2015-03-23,0.5
es_ARG_nacion,USA,2014-06-23,7
en_CHN_mopost,MLI,2014-04-14,1
fr_CAN_jmontr,JOR,2014-05-19,1
fr_FRA_lmonde,TUR,2014-11-17,3.8333333333
fr_DZA_elwata,ESH,2015-04-13,2
es_ESP_catalu,ARG,2014-11-10,1.5
en_GBR_dailyt,IDN,2014-11-10,1
en_ZWE_chroni,PNG,2015-05-04,0.5
es_ESP_elpais,NIC,2015-05-11,1
fr_FRA_lepari,EGY,2014-05-26,2
en_SGP_twoday,NGA,2014-09-08,6
en_CAN_starca,USA,2015-04-20,10.5
en_GBR_guardi,XK,2014-05-19,1
en_USA_nytime,BHR,2014-03-03,1
fr_CAN_jmontr,UGA,2014-09-15,1
es_MEX_jormex,CHL,2015-04-27,1
es_VEN_univer,PER,2014-06-23,1.5
es_BOL_larazo,QAT,2015-03-16,0.3333333333
en_JPN_jatime,NGA,2014-05-05,7
en_NZL_nzhera,DEU,2015-05-18,25.5
en_GBR_dailyt,PRT,2014-02-03,1
en_NZL_nzhera,SSD,2014-01-13,3.8333333333
en_GBR_dailyt,CHL,2014-12-01,1
en_NZL_nzhera,SYR,2015-05-11,15.5833333333
es_VEN_univer,AUS,2014-05-26,1.5
en_GBR_guardi,LBY,2014-08-04,0.5
en_NZL_nzhera,BGD,2014-08-04,6
es_CHL_mercur,LBR,2014-08-04,4
fr_FRA_lepari,USA,2015-01-26,13
en_GBR_dailyt,CZE,2014-08-11,1
es_CHL_mercur,CAN,2015-02-02,1.5
en_CAN_starca,PAK,2014-01-06,4.5
en_NZL_nzhera,HUN,2014-02-03,3.5
en_JPN_jatime,YEM,2015-05-04,3.3333333333
en_USA_nytime,ARE,2014-01-06,1
fr_DZA_xpress,BEL,2014-09-01,0.5
en_IND_tindia,RUS,2015-06-15,4.5
es_VEN_univer,COL,2015-01-05,13
fr_FRA_lmonde,CHN,2014-04-14,9
es_ESP_elpais,LBY,2015-01-05,2
es_MEX_univer,NPL,2015-06-01,1
en_MLT_tmalta,IRQ,2014-11-10,1
fr_DZA_xpress,SYR,2014-11-10,2
en_NZL_nzhera,GBR,2014-08-18,12
en_JPN_jatime,AUS,2014-04-07,1
es_ARG_nacion,VEN,2015-02-16,17
fr_FRA_lmonde,TJK,2015-05-25,2
en_MLT_tmalta,JPN,2015-01-26,5
es_CHL_mercur,COL,2014-06-09,6.8333333333
es_MEX_univer,NLD,2014-05-19,0.5
en_MYS_starmy,LVA,2014-09-29,4
en_SGP_twoday,AZE,2014-07-28,1.5
en_SGP_twoday,BRA,2015-01-12,2.1666666667
en_PAK_newint,MYS,2014-11-03,1.5
en_CHN_mopost,EGY,2015-02-16,4.5
en_AUS_austra,GBR,2015-05-18,4
es_CHL_mercur,BRA,2014-07-28,2.5
fr_FRA_lepari,ISR,2015-01-26,1.5
en_NGA_thiday,ARG,2014-06-30,2.5
es_MEX_jormex,IRN,2014-04-28,0.25
en_MYS_starmy,LBN,2014-11-17,3
es_BOL_patria,SLV,2015-06-01,1
es_ARG_nacion,IRN,2015-02-16,1
es_CHL_tercer,BOL,2014-05-12,4.8333333333
en_CAN_starca,ISR,2014-09-29,1.3333333333
fr_CAN_jmontr,DEU,2014-06-16,1
es_CHL_mercur,AFG,2014-09-01,4
en_GBR_guardi,ARG,2014-05-19,0.5
es_CHL_mercur,YEM,2015-02-02,1
fr_BEL_lesoir,DEU,2014-03-31,1
fr_BEL_derheu,PRK,2014-12-22,1
en_MYS_starmy,MAR,2015-05-18,2.6666666667
en_NZL_nzhera,SEN,2015-01-05,0.6666666667
en_GBR_dailyt,NZL,2014-03-24,1
en_USA_wapost,RUS,2014-12-29,5
en_AUS_hersun,UKR,2014-07-21,1.5
en_PAK_newint,SYR,2014-01-13,2
en_SGP_twoday,GBR,2015-04-20,24.9166666667
en_USA_wapost,YEM,2015-01-05,1
es_VEN_univer,EGY,2014-08-25,2
fr_FRA_lepari,DZA,2014-06-02,2
en_MYS_starmy,COG,2015-03-30,1
es_CHL_tercer,GBR,2014-07-14,6.1666666667
es_ARG_nacion,GBR,2014-05-26,1
en_MYS_starmy,TZA,2014-12-15,1
en_MYS_starmy,COG,2014-11-17,3
en_USA_wapost,IRN,2014-09-15,8
en_ZWE_chroni,IND,2015-05-25,1
fr_FRA_lmonde,IRN,2015-05-11,1
en_GBR_dailyt,NPL,2014-11-24,1
es_ESP_elpais,VEN,2014-12-22,0.3333333333
es_CHL_tercer,IND,2014-04-07,1
en_IND_hindti,LBY,2015-06-15,2.3333333333
fr_DZA_xpress,QAT,2014-12-08,2
es_MEX_univer,LBY,2014-12-08,1
fr_BEL_lesoir,LBR,2015-03-16,1
es_VEN_univer,BRA,2014-04-07,18.5
es_BOL_larazo,CHL,2014-06-02,3
en_IND_tindia,AFG,2014-05-19,2
en_CHN_mopost,PSE,2014-12-01,0.6666666667
es_MEX_jormex,EGY,2014-08-18,0.5
es_BOL_larazo,CRI,2014-04-07,1
fr_BEL_lesoir,SYR,2014-12-01,0.5
en_CHN_chinad,ARG,2015-02-23,2
en_MYS_starmy,EGY,2015-05-25,8.1666666667
es_CHL_mercur,GRC,2015-03-16,2
en_NZL_nzhera,PSE,2014-05-26,4.6666666667
en_GBR_guardi,ISR,2015-02-23,17
fr_FRA_lmonde,GEO,2014-08-04,1
en_AUS_hersun,DEU,2014-03-24,1
en_MYS_starmy,ITA,2014-04-21,4
es_MEX_univer,AUS,2015-02-16,1.5
en_MLT_tmalta,BFA,2014-11-03,2
es_ESP_catalu,BEL,2015-04-13,1
es_BOL_patria,IRN,2015-05-18,1
en_GBR_dailyt,DEU,2015-04-06,3
en_AUS_hersun,MYS,2014-05-19,1
en_MYS_starmy,NLD,2014-11-17,12.6666666667
en_IND_tindia,BRA,2015-03-16,1
en_MYS_starmy,GHA,2014-07-14,1.5
en_CHN_mopost,NLD,2014-04-14,0.5
es_CHL_tercer,URY,2014-05-26,1
es_CHL_mercur,MYS,2014-05-26,3
en_NZL_nzhera,HRV,2015-04-06,1
fr_DZA_elwata,NGA,2014-02-17,2
en_USA_nytime,SWE,2014-10-27,1
en_IND_hindti,CHE,2014-08-11,1
en_IND_tindia,MEX,2015-05-04,1
en_NZL_nzhera,TUN,2015-04-20,1.8333333333
en_GBR_guardi,BIH,2015-05-18,1
es_MEX_jormex,ESP,2014-09-22,4
en_SGP_twoday,MLI,2014-08-25,1
fr_FRA_lmonde,SYR,2014-04-14,12.5
fr_CAN_jmontr,IRQ,2015-03-02,2
en_NZL_nzhera,LTU,2015-04-27,0.5
en_CHN_chinad,USA,2014-04-14,30.6666666667
es_MEX_univer,THA,2014-11-03,3
es_BOL_larazo,IRQ,2014-06-16,4.5
en_CHN_chinad,ROU,2014-01-20,1
es_BOL_larazo,DOM,2014-09-22,1
es_BOL_patria,CAN,2014-09-01,0.5
en_GBR_guardi,ESP,2014-03-24,7.5
fr_DZA_elwata,EGY,2014-01-06,2.5
fr_FRA_lmonde,MEX,2015-04-20,3
en_GBR_guardi,GIN,2014-07-28,1
en_NZL_nzhera,SAU,2015-04-20,8.6666666667
en_USA_wapost,VAT,2014-04-21,3
es_ESP_catalu,IRN,2015-03-23,2.3333333333
en_USA_nytime,EGY,2015-05-25,1
en_PAK_newint,IRL,2014-10-20,1
en_CAN_starca,ISR,2014-09-15,1.5
es_BOL_larazo,VNM,2014-03-03,1
es_MEX_univer,BOL,2014-03-24,2
es_CHL_mercur,KEN,2014-11-10,0.5
en_GBR_dailyt,ESP,2014-11-24,1
fr_FRA_lmonde,AUS,2014-10-27,2.3333333333
en_GBR_guardi,BDI,2014-02-17,1
es_BOL_patria,VEN,2014-03-24,13
en_USA_nytime,POL,2014-12-15,1
en_NZL_nzhera,CMR,2014-02-17,1.5
en_GBR_guardi,IDN,2014-01-20,12.5
es_MEX_univer,PSE,2015-03-30,2
es_BOL_patria,PAN,2015-01-19,1
es_CHL_tercer,PRK,2014-12-01,1
en_USA_nytime,EGY,2014-03-17,3
fr_FRA_lmonde,URY,2014-12-01,6.5
es_VEN_univer,IRN,2014-11-03,3
es_ESP_catalu,CHN,2014-09-22,1.5
en_GBR_dailyt,KOR,2014-03-24,0.75
en_MYS_starmy,NOR,2015-01-26,1
en_PAK_newint,IND,2014-06-02,11.5
en_NZL_nzhera,HUN,2015-03-09,5.5
en_USA_nytime,MEX,2014-02-24,1
en_USA_wapost,IRN,2014-06-09,2.5
fr_DZA_xpress,USA,2015-06-22,2.5
en_MLT_tmalta,YEM,2014-05-19,1
en_NZL_nzhera,SSD,2014-02-10,2.3333333333
fr_FRA_lepari,RUS,2015-04-06,2.5
es_ARG_nacion,AFG,2014-12-29,1
es_VEN_univer,LBY,2015-02-09,2
fr_BEL_lesoir,GBR,2014-07-28,1
fr_FRA_lepari,UKR,2014-02-03,5.3333333333
es_MEX_univer,PAK,2014-08-25,5
en_PAK_newint,NLD,2014-08-11,0.3333333333
es_CHL_tercer,URY,2015-03-09,2
en_SGP_twoday,GBR,2015-06-15,33.1666666667
es_VEN_univer,SSD,2014-08-04,0.5
en_PAK_newint,NPL,2014-07-21,0.5
en_SGP_twoday,MKD,2015-05-18,1
en_IND_hindti,RUS,2014-06-30,0.5
fr_DZA_elwata,YEM,2015-03-23,5.3333333333
en_JPN_jatime,CHE,2014-09-15,1
es_BOL_patria,ISR,2015-03-16,1.5
en_ZWE_chroni,SYR,2014-09-15,1
en_IND_hindti,RUS,2014-07-07,2.8333333333
es_CHL_tercer,PRY,2014-06-02,1
en_MYS_starmy,MOZ,2014-08-11,1
es_CHL_mercur,SAU,2015-04-20,1
en_SGP_twoday,SYR,2015-06-22,48
en_NZL_nzhera,IRN,2014-06-02,7
fr_FRA_lmonde,UKR,2014-07-14,39.5
en_USA_nytime,PRK,2015-02-09,1
fr_FRA_lmonde,PRT,2014-06-16,1
en_GBR_dailyt,NZL,2014-11-24,1
en_IND_hindti,NGA,2014-09-22,2.5
es_MEX_jormex,TUR,2014-03-31,1
fr_DZA_xpress,IRQ,2014-03-24,1
en_JPN_jatime,PSE,2014-08-11,7.1666666667
en_GBR_guardi,HUN,2015-04-27,3
es_ESP_elpais,MAR,2015-06-01,4
fr_DZA_xpress,PSE,2014-02-24,0.5
en_MYS_starmy,SVN,2014-12-08,1
en_USA_nytime,KOR,2015-04-13,5
es_CHL_tercer,EGY,2015-03-30,0.5
es_VEN_univer,VAT,2015-05-04,3.5
fr_FRA_lepari,IND,2015-05-11,1
es_BOL_patria,PAN,2014-05-05,2
en_NZL_nzhera,RWA,2014-04-21,1
en_SGP_twoday,USA,2015-03-02,36.8333333333
es_ARG_nacion,PSE,2014-11-10,1
en_AUS_austra,HKG,2015-05-04,1
es_BOL_larazo,ARG,2015-01-26,2
en_MYS_starmy,CMR,2015-03-23,1
en_CHN_chinad,ISR,2015-04-13,1
en_NZL_nzhera,NLD,2014-10-06,3
fr_DZA_xpress,FRA,2014-03-17,1
fr_DZA_elwata,TUR,2014-02-17,1
fr_FRA_lmonde,ZAF,2014-05-19,3
fr_BEL_derheu,GTM,2015-01-12,1
en_NZL_nzhera,PAK,2014-05-19,10
en_USA_nytime,FRA,2015-03-30,9
en_MYS_starmy,DEU,2014-09-15,9.1666666667
en_PAK_newint,ITA,2015-04-20,1
fr_FRA_lmonde,PRK,2014-12-29,3
en_SGP_twoday,PRK,2014-06-30,4.3333333333
es_ESP_catalu,ALB,2015-05-11,0.5
es_VEN_univer,GTM,2014-07-28,1
es_MEX_univer,BGD,2015-06-01,1
en_SGP_twoday,TWN,2014-10-06,1
en_USA_nytime,ISR,2014-04-14,3
en_MYS_starmy,TWN,2015-01-19,1
en_IND_tindia,SYR,2014-03-31,4.5
en_GBR_guardi,ISL,2014-08-25,6
es_VEN_univer,DZA,2014-05-05,1
es_BOL_patria,ECU,2014-07-14,1.5
es_VEN_univer,SDN,2014-03-31,0.5
en_JPN_jatime,VAT,2015-04-27,1.5
en_NZL_nzhera,CHE,2014-07-14,0.5
en_SGP_twoday,KEN,2015-03-09,3
en_JPN_jatime,NGA,2015-03-30,7.5
es_CHL_tercer,NGA,2014-12-15,3
es_CHL_tercer,URY,2014-11-03,1
en_PAK_newint,MLT,2014-06-09,0.5
es_CHL_mercur,ESP,2015-05-11,2
en_SGP_twoday,BDI,2015-04-13,4
es_CHL_tercer,MEX,2014-12-29,1
es_CHL_tercer,SYR,2014-11-24,2.5
es_CHL_mercur,RUS,2014-11-24,3
en_GBR_dailyt,ITA,2015-04-27,2.5
es_CHL_tercer,PRK,2014-12-15,9.6666666667
en_USA_nytime,MEX,2015-04-20,3
es_BOL_patria,PSE,2014-04-28,0.5
en_NZL_nzhera,LKA,2015-03-02,2
en_NZL_nzhera,MLI,2014-02-17,3.3333333333
es_CHL_tercer,AUS,2014-09-29,0.5
en_NGA_thiday,IRL,2015-03-16,1
en_IND_tindia,BRA,2014-02-24,1
fr_DZA_xpress,MRT,2014-06-02,1
en_GBR_dailyt,ZAF,2014-05-26,2
en_IND_hindti,SGP,2015-05-25,1
fr_DZA_xpress,COG,2014-12-15,1
es_BOL_patria,TUN,2015-03-30,1
fr_BEL_lesoir,USA,2014-06-09,10.3333333333
en_MYS_starmy,TCD,2015-05-11,1
en_PAK_newint,EGY,2014-06-16,3
en_SGP_twoday,TUR,2014-06-16,2.7
en_GBR_dailyt,PAK,2014-03-31,3
es_MEX_univer,LBR,2014-10-06,1.5
en_IND_tindia,TZA,2015-05-18,0.5
en_PAK_newint,ROU,2014-01-13,1
en_NZL_nzhera,BEL,2015-03-16,3.5
es_VEN_univer,CHN,2014-06-23,3
fr_FRA_lmonde,MEX,2014-09-22,1
es_MEX_univer,IND,2014-08-25,2
en_IND_tindia,THA,2015-03-16,1
es_VEN_univer,MOZ,2015-03-23,0.3333333333
en_GBR_dailyt,SRB,2014-05-19,1
en_USA_nytime,DEU,2014-03-24,2
es_MEX_jormex,CHL,2015-03-16,1
fr_FRA_lmonde,LBY,2015-04-20,2
en_JPN_jatime,BLR,2014-12-01,1
en_MLT_tmalta,IDN,2015-04-20,1
en_NZL_nzhera,GRC,2014-03-24,11
en_GBR_dailyt,CYP,2014-08-11,1
en_PAK_newint,EGY,2014-07-14,2.5
en_CHN_mopost,GRL,2014-09-15,1
fr_FRA_lmonde,IND,2015-04-06,3.5
en_MYS_starmy,HUN,2015-06-22,3.5
en_MYS_starmy,TUN,2014-07-28,1.3333333333
fr_DZA_xpress,IRQ,2015-02-23,4.5
en_NZL_nzhera,SLE,2014-09-15,3
en_CHN_mopost,NIC,2015-01-05,0.5
en_MYS_starmy,CAF,2014-09-08,1
en_NGA_thiday,GBR,2014-12-29,1.5
en_GBR_dailyt,TUN,2015-03-23,9.5
en_SGP_twoday,HKG,2014-06-23,1.5
es_MEX_univer,MDV,2014-09-08,0.5
en_GBR_guardi,SYR,2014-03-03,7.1666666667
fr_FRA_lmonde,PSE,2015-02-02,2
en_SGP_twoday,GBR,2014-12-22,7.5
en_GBR_guardi,CHL,2014-09-22,1
en_SGP_twoday,BGR,2015-06-15,1
en_JPN_jatime,SDN,2014-05-12,2
en_SGP_twoday,KOR,2015-05-04,3
en_NGA_thiday,NER,2015-04-27,1.5
fr_DZA_elwata,USA,2015-03-09,1
en_GBR_guardi,PAK,2014-11-03,4
fr_FRA_lmonde,KAZ,2014-05-26,0.3333333333
en_NZL_nzhera,IDN,2014-11-17,10
es_CHL_tercer,SLE,2014-09-15,1
fr_BEL_lesoir,AUS,2014-07-14,1
en_NZL_nzhera,UGA,2014-03-24,2
fr_DZA_xpress,GRC,2015-02-23,0.5
es_VEN_univer,TUR,2015-06-15,1
en_NZL_nzhera,DNK,2014-05-12,1.5
fr_CAN_jmontr,DZA,2014-09-22,0.3333333333
es_CHL_mercur,GRC,2015-02-16,1.5
en_MLT_tmalta,GBR,2014-09-15,27
en_USA_nytime,UKR,2014-12-29,4
en_MYS_starmy,RUS,2014-04-28,74.5
en_CHN_chinad,TUN,2014-06-30,0.5
en_SGP_twoday,SLV,2014-09-01,2
en_CAN_starca,RUS,2014-11-24,4.5
es_CHL_mercur,UKR,2014-05-19,11.3333333333
en_MYS_starmy,DZA,2015-01-12,4.5
en_GBR_dailyt,PSE,2015-01-26,2
es_CHL_tercer,SYR,2014-07-14,4
en_CAN_starca,RUS,2014-01-06,3
en_USA_nytime,BHR,2014-12-01,3
en_IND_tindia,AUS,2014-08-04,1
fr_FRA_lmonde,IND,2014-12-01,2
en_NZL_nzhera,IRQ,2015-03-09,19
en_SGP_twoday,MMR,2014-11-03,9
es_ARG_nacion,CUB,2014-03-17,0.5
en_MYS_starmy,DNK,2015-05-04,0.5
fr_DZA_elwata,BEL,2014-01-13,1
en_GBR_guardi,IRL,2014-06-30,2
en_NZL_nzhera,YEM,2015-03-09,3
fr_BEL_lesoir,PRT,2014-11-24,1
en_GBR_dailyt,DZA,2015-01-05,0.5
en_USA_nytime,CZE,2015-03-23,0.5
en_GBR_dailyt,KOR,2015-04-27,1
en_AUS_austra,GMB,2014-12-29,0.5
es_ARG_nacion,VAT,2014-12-08,12
en_CAN_starca,HTI,2014-02-17,2
es_VEN_univer,ECU,2014-11-10,3
en_SGP_twoday,TUN,2014-12-08,1
en_IND_tindia,USA,2014-09-22,19.1666666667
en_NZL_nzhera,DNK,2014-11-03,1
en_CAN_starca,NER,2015-01-12,1
fr_BEL_lesoir,CHE,2015-01-19,0.5
en_SGP_twoday,TGO,2015-02-23,3
en_IND_hindti,NPL,2015-03-02,2.5
fr_CAN_jmontr,SLE,2014-09-22,2
en_GBR_dailyt,USA,2014-06-30,38.5
en_NZL_nzhera,IRQ,2014-09-01,13.3333333333
en_USA_nytime,FRA,2015-02-02,12.5
en_SGP_twoday,MLI,2014-10-27,2.5
es_BOL_patria,UKR,2014-11-03,1
es_CHL_mercur,PER,2014-09-01,2
es_BOL_patria,GTM,2014-08-11,1
es_MEX_jormex,BRA,2015-05-04,1
es_CHL_mercur,SWE,2014-10-27,0.8333333333
en_CHN_chinad,DZA,2015-05-04,1
en_USA_nytime,CHN,2014-08-04,25
en_IND_tindia,GBR,2015-01-19,2
en_SGP_twoday,BGD,2015-06-15,2
en_ZWE_chroni,CHN,2015-05-25,3
fr_FRA_lepari,PSE,2015-06-22,1
en_MYS_starmy,MEX,2014-11-10,9
en_SGP_twoday,HND,2014-07-28,1.5
en_SGP_twoday,MOZ,2014-08-11,1
en_GBR_dailyt,EGY,2014-07-07,3
es_VEN_univer,RUS,2014-04-21,22.8333333333
en_IND_tindia,SYR,2014-01-27,10.5
en_GBR_guardi,UKR,2014-05-26,19.1666666667
en_ZWE_chroni,IRQ,2015-05-11,2
en_MYS_starmy,AGO,2015-05-11,2
fr_BEL_derheu,GEO,2015-06-08,2
en_IND_hindti,GIN,2014-08-04,0.3333333333
en_MYS_starmy,IND,2014-11-03,12
en_NGA_thiday,GEO,2015-05-11,1
en_CHN_mopost,ROU,2014-05-12,0.8333333333
es_BOL_patria,PSE,2014-11-17,0.5
en_GBR_dailyt,OMN,2015-06-01,0.3333333333
en_NZL_nzhera,BGD,2015-01-26,3
fr_FRA_lmonde,VAT,2014-07-21,0.5
en_GBR_dailyt,ZWE,2015-02-16,2
en_MLT_tmalta,DEU,2014-07-21,0.5
fr_FRA_lepari,CUB,2015-02-23,0.5
es_VEN_univer,IRN,2014-08-04,4.5
es_MEX_univer,PHL,2014-11-03,1
en_AUS_hersun,USA,2014-03-17,4
es_MEX_univer,NPL,2015-05-04,19
en_MYS_starmy,CHE,2014-12-15,2
en_CHN_mopost,KEN,2014-05-12,1
es_MEX_univer,LBR,2015-02-23,1
