media,country,week,articles
en_CHN_chinad,SYR,2014-01-13,6.3333333333
en_NZL_nzhera,ARG,2014-11-17,3
es_CHL_mercur,NIC,2014-10-27,1
fr_FRA_lmonde,JPN,2014-01-20,2.5
es_VEN_univer,IRQ,2014-05-26,1
es_ARG_nacion,PRK,2014-12-22,5.5
en_SGP_twoday,SWE,2014-12-22,3
en_CHN_mopost,CHL,2014-03-10,1
en_MYS_starmy,COG,2014-12-29,2
es_MEX_univer,UKR,2014-03-17,10
es_CHL_mercur,JPN,2014-09-01,2
en_SGP_twoday,KOR,2014-05-19,11
es_ESP_elpais,MYS,2015-05-25,7
en_NZL_nzhera,ARM,2015-02-16,1
en_JPN_jatime,PHL,2015-01-12,2
fr_FRA_lmonde,LBN,2014-10-06,0.5
en_CAN_starca,IND,2015-04-06,1.5
fr_FRA_lmonde,NLD,2015-03-30,0.5
en_IND_tindia,PRT,2014-09-29,1
en_IND_tindia,IRN,2014-09-08,1
en_ZWE_chroni,USA,2014-01-20,1
en_GBR_guardi,SYR,2015-05-11,13.25
es_CHL_tercer,ISR,2014-09-15,0.5
en_MYS_starmy,USA,2015-01-05,18.6666666667
en_SGP_twoday,ETH,2015-01-26,2.5
en_JPN_jatime,IRN,2014-07-07,2
es_VEN_univer,PAK,2015-06-22,8
en_NZL_nzhera,JOR,2015-03-16,1
fr_FRA_lmonde,COD,2014-11-10,1
en_PAK_newint,IRN,2015-01-19,2
es_MEX_jormex,IRN,2014-09-15,1
en_GBR_guardi,LBR,2014-08-18,1
es_MEX_univer,GBR,2014-06-16,2
en_NZL_nzhera,BGD,2014-06-09,1
en_SGP_twoday,MLI,2015-04-27,11
en_JPN_jatime,ISR,2014-09-29,5
es_MEX_univer,MWI,2014-05-26,1
en_USA_nytime,SYR,2014-01-20,39
es_ESP_catalu,SAU,2014-11-03,2
en_MYS_starmy,CAN,2014-12-08,1.5
en_SGP_twoday,POL,2014-05-19,1
en_SGP_twoday,KOR,2015-03-30,4.75
es_BOL_larazo,AGO,2015-03-09,2
fr_DZA_xpress,CUB,2014-10-20,0.5
en_MYS_starmy,YEM,2014-07-14,2
fr_FRA_lmonde,SAU,2015-05-18,6
en_USA_wapost,SYR,2015-04-27,4.5
en_MYS_starmy,IND,2015-05-11,8.3333333333
es_BOL_larazo,CRI,2014-03-03,1
es_MEX_jormex,RUS,2015-04-27,0.5
en_USA_nytime,MEX,2014-01-13,5
en_USA_nytime,COL,2014-05-12,2
en_USA_nytime,JPN,2014-11-03,3
fr_BEL_derheu,CHL,2014-06-16,0.5
es_CHL_tercer,KOR,2015-06-22,1
en_ZWE_chroni,MEX,2015-05-18,2
en_IND_tindia,LBY,2015-01-26,2
es_ESP_elpais,LBR,2014-09-29,1.8333333333
en_MLT_tmalta,PHL,2014-09-15,2
fr_FRA_lepari,SYR,2014-10-13,11
en_JPN_jatime,DEU,2014-08-11,1.5
fr_FRA_lmonde,NGA,2014-04-14,13
fr_FRA_lmonde,ZAF,2014-03-17,3
fr_FRA_lmonde,VNM,2014-07-21,2
en_MYS_starmy,FRA,2015-01-12,58.5
en_CHN_chinad,DEU,2014-10-13,3.5
en_JPN_jatime,FRA,2014-10-06,4.5
es_MEX_univer,VAT,2014-12-08,12.5
en_GBR_guardi,IRN,2015-03-16,24.1666666667
en_MYS_starmy,MLI,2014-12-08,2
es_BOL_larazo,IND,2015-04-20,1
en_AUS_hersun,MYS,2014-08-04,1
es_MEX_jormex,SYR,2014-08-25,2.5
en_GBR_guardi,CYP,2014-09-29,0.5
en_CHN_chinad,SYR,2014-01-27,4.75
es_VEN_univer,GRC,2015-03-16,15.5
en_GBR_dailyt,PER,2014-08-25,1
fr_FRA_lepari,ITA,2014-05-05,5
fr_BEL_derheu,TUR,2015-06-01,5
fr_BEL_lesoir,NLD,2014-09-22,3
es_ESP_elpais,YEM,2015-02-09,3.0833333333
en_CHN_mopost,HKG,2015-04-13,0.3333333333
es_ESP_elpais,LBY,2014-08-04,4
en_CHN_mopost,BRA,2014-11-10,1
en_CHN_chinad,SOM,2015-04-06,0.5
es_MEX_jormex,FRA,2015-01-26,1
fr_FRA_lmonde,MAR,2014-03-31,0.5
es_CHL_tercer,FRA,2014-06-30,7
es_ESP_catalu,SYR,2015-01-12,2.1666666667
en_GBR_dailyt,IRQ,2015-02-09,2.5
en_CAN_starca,KOR,2014-01-27,0.5
es_ARG_nacion,TUR,2014-07-28,1
en_NZL_nzhera,ECU,2015-06-22,1
en_USA_nytime,AUS,2014-09-08,1
es_VEN_univer,CYP,2014-05-12,0.5
es_CHL_tercer,ARG,2014-12-15,3
en_SGP_twoday,NPL,2014-07-21,0.5
en_GBR_guardi,MWI,2014-01-13,3
en_PAK_newint,THA,2015-01-05,1
en_GBR_dailyt,NZL,2015-01-05,3
en_USA_wapost,JPN,2014-05-26,0.5
es_MEX_univer,UKR,2014-07-28,5.8333333333
en_NGA_thiday,ESP,2014-08-18,1
es_VEN_univer,LBY,2015-06-01,4
en_NZL_nzhera,EGY,2014-09-29,8
es_MEX_univer,ESP,2014-10-27,12.5
en_GBR_dailyt,IRQ,2015-04-06,2.5
en_GBR_guardi,MKD,2015-05-04,1
en_CHN_mopost,USA,2014-06-30,28.8333333333
en_NZL_nzhera,ISR,2015-02-09,19.3333333333
es_CHL_mercur,VAT,2015-02-09,5
en_NZL_nzhera,GRC,2014-01-13,6.5
en_AUS_austra,FRA,2015-01-12,9.8333333333
en_NZL_nzhera,FIN,2015-05-04,2
es_BOL_patria,VEN,2014-11-17,2.5
es_BOL_larazo,CUB,2014-06-23,1
en_JPN_jatime,MYS,2014-07-14,11
en_USA_wapost,IRQ,2014-04-28,12
en_USA_nytime,TWN,2015-01-26,1
en_USA_nytime,BGD,2014-01-27,1
es_MEX_jormex,USA,2015-01-26,3
fr_BEL_derheu,PRT,2015-06-08,1
fr_DZA_elwata,LBN,2014-05-12,1
es_VEN_univer,CHN,2014-08-04,5
en_SGP_twoday,ARG,2014-07-21,0.5
es_BOL_larazo,ECU,2014-04-21,3
es_BOL_larazo,CHN,2014-03-31,2
es_MEX_jormex,VEN,2015-05-25,6
en_GBR_guardi,ZWE,2015-06-08,1.5
es_VEN_univer,MMR,2014-06-30,1
en_MYS_starmy,QAT,2014-05-26,1
fr_FRA_lmonde,PRT,2014-03-24,1
es_CHL_mercur,IRN,2015-05-25,2.5
en_PAK_newint,ITA,2014-04-14,1
es_ESP_elpais,IRQ,2014-07-21,4
fr_DZA_xpress,FRA,2014-12-08,1.5
en_SGP_twoday,UKR,2014-06-02,30.1666666667
en_USA_nytime,PAK,2014-06-16,6.5
es_CHL_mercur,KEN,2014-06-30,2
es_MEX_univer,EGY,2015-04-13,1
en_GBR_dailyt,KOR,2014-11-24,1
es_ARG_nacion,GHA,2015-06-01,2
en_SGP_twoday,VAT,2014-06-30,1
en_CHN_chinad,LBN,2014-09-29,0.5
en_SGP_twoday,CAN,2014-12-29,4.5
es_CHL_mercur,ITA,2015-04-27,1
fr_FRA_lmonde,COL,2014-12-22,2
fr_DZA_xpress,IRQ,2014-04-07,2
en_JPN_jatime,LTU,2015-02-23,0.5
es_BOL_patria,ITA,2014-11-17,1
en_SGP_twoday,KHM,2014-09-22,1.5
en_USA_nytime,KOR,2015-04-20,5
en_USA_wapost,EGY,2014-03-24,12
fr_FRA_lepari,ESP,2015-06-08,4
en_GBR_guardi,CXR,2014-02-03,1
en_CHN_mopost,ROU,2014-06-02,1
es_MEX_jormex,UKR,2014-03-24,2.8333333333
es_ARG_nacion,SOM,2015-06-22,0.25
en_NZL_nzhera,PRK,2014-05-12,6
en_IND_tindia,SSD,2014-05-19,0.6666666667
fr_BEL_lesoir,SYR,2015-05-25,1.5
en_AUS_austra,GBR,2015-05-04,15
en_MYS_starmy,COL,2014-09-15,2
es_ESP_elpais,RWA,2014-04-07,1.5
fr_FRA_lmonde,PSE,2014-03-17,2
en_SGP_twoday,IRN,2014-10-27,8.8333333333
en_SGP_twoday,CHL,2014-08-04,1.5
en_CHN_chinad,AUS,2014-10-06,5.5
fr_CAN_jmontr,NER,2015-02-16,0.5
es_CHL_tercer,CYP,2014-07-07,1
en_GBR_guardi,DEU,2015-06-01,15.8333333333
es_VEN_univer,EGY,2015-03-16,2
en_CAN_starca,AUT,2015-06-15,2
en_CHN_chinad,ZWE,2014-09-01,1
es_MEX_univer,VAT,2015-06-15,13.8333333333
fr_FRA_lmonde,BLR,2014-12-15,1
es_MEX_univer,VEN,2014-07-14,2
fr_DZA_xpress,AUS,2014-06-16,1
en_PAK_newint,JPN,2014-03-31,4.5
fr_FRA_lmonde,PRK,2014-12-08,1
fr_FRA_lepari,POL,2014-02-24,0.9166666667
en_GBR_dailyt,SGP,2015-03-30,1
en_GBR_guardi,KAZ,2015-03-09,1
en_IND_tindia,KOR,2015-06-08,7
en_NGA_thiday,ESP,2015-04-27,1
es_MEX_univer,CRI,2014-04-07,5
en_ZWE_chroni,PNG,2014-04-07,0.5
es_MEX_univer,SLE,2014-12-29,0.5
en_IND_hindti,PAK,2014-08-04,3
en_USA_wapost,PRK,2015-06-22,4
fr_DZA_xpress,USA,2014-11-03,1
en_JPN_jatime,HRV,2015-05-18,0.5
es_VEN_univer,ITA,2014-09-01,3.6
en_NZL_nzhera,VNM,2014-05-12,2
en_NGA_thiday,NER,2014-11-03,1
en_MYS_starmy,LKA,2014-10-27,8.3333333333
fr_FRA_lmonde,IRQ,2014-07-21,17.5
en_PAK_newint,MYS,2014-03-24,3
es_MEX_univer,SEN,2014-09-08,1
en_CAN_starca,VAT,2014-05-05,2.5
es_VEN_univer,DOM,2014-05-26,3
es_CHL_tercer,ITA,2015-02-16,1
en_AUS_hersun,IRQ,2014-11-03,0.5
en_CAN_starca,GBR,2014-09-15,32.5
en_GBR_guardi,NOR,2014-08-25,2
en_CAN_starca,NGA,2015-02-02,4
fr_FRA_lmonde,USA,2014-01-27,23.5833333333
en_USA_nytime,ISR,2015-03-16,43
fr_BEL_lesoir,TUR,2015-01-05,1
en_IND_tindia,VAT,2014-03-10,2
en_IND_tindia,MMR,2015-06-01,5.5
en_GBR_guardi,KHM,2015-05-11,1.5
fr_FRA_lepari,SAU,2015-05-25,1
es_ESP_catalu,IRQ,2015-02-02,1
en_NZL_nzhera,IRQ,2015-03-30,16.3333333333
es_MEX_univer,BEL,2014-10-06,1
en_CHN_chinad,EGY,2014-12-22,5
en_USA_nytime,PHL,2015-03-30,1
es_ESP_catalu,GBR,2015-03-23,3.5
en_IND_hindti,THA,2014-11-24,1
fr_FRA_lmonde,SWE,2015-06-08,0.5
en_NGA_thiday,DEU,2015-06-22,1
en_JPN_jatime,EGY,2014-05-26,7
en_USA_nytime,VEN,2014-02-24,5
en_IND_tindia,CHN,2015-02-09,4.3333333333
en_CHN_chinad,LBY,2015-04-13,5.5
es_MEX_univer,IRN,2014-03-31,1
en_USA_wapost,AFG,2014-06-23,3.5
en_SGP_twoday,CZE,2014-12-01,1
en_IND_tindia,NER,2015-02-16,1
es_VEN_univer,CUB,2015-06-22,8
es_VEN_univer,KOR,2014-03-31,1.5
en_GBR_dailyt,GRC,2014-05-26,0.5
es_VEN_univer,SAU,2014-11-24,0.3333333333
en_JPN_jatime,BHR,2014-07-07,1
fr_FRA_lmonde,MLI,2014-10-27,4
en_USA_wapost,YEM,2014-12-08,2.5
en_IND_hindti,USA,2014-07-14,18.3333333333
en_SGP_twoday,SOM,2014-05-19,3
en_MLT_tmalta,SYR,2014-06-09,1.5
fr_BEL_lesoir,PRK,2014-01-13,1
es_CHL_tercer,PER,2014-06-23,4
fr_FRA_lepari,CUB,2014-12-29,0.5
es_BOL_patria,GTM,2014-05-19,1
en_NZL_nzhera,LBY,2015-06-15,12
en_MYS_starmy,NGA,2014-09-15,7.3333333333
fr_DZA_xpress,SSD,2014-05-12,1
en_GBR_dailyt,VEN,2014-03-24,1
en_USA_wapost,CHE,2014-01-27,1
en_IND_tindia,KOR,2014-11-10,1
es_MEX_univer,LBR,2015-01-05,0.5
en_CHN_mopost,EST,2015-03-02,1
es_CHL_tercer,RUS,2014-11-10,7.3666666667
es_CHL_mercur,VEN,2014-10-20,5.5
fr_FRA_lmonde,LBY,2014-06-09,4
fr_FRA_lepari,SDN,2014-07-21,0.5
es_MEX_univer,CHL,2015-02-09,3.5
en_NGA_thiday,QAT,2014-11-03,1
en_CAN_starca,NAM,2015-02-23,1
es_CHL_mercur,PNG,2015-03-30,2.5
en_MYS_starmy,SAU,2015-01-26,6.5
en_AUS_hersun,CCK,2014-12-22,2
en_ZWE_chroni,LBR,2014-12-29,2
en_JPN_jatime,IDN,2015-02-23,0.5
en_AUS_austra,DNK,2014-02-10,1
en_USA_nytime,GBR,2015-06-01,5
en_MYS_starmy,QAT,2014-08-25,1.8333333333
en_SGP_twoday,LTU,2015-05-18,0.5
en_USA_wapost,IRQ,2015-05-11,19
es_ESP_elpais,USA,2014-07-07,14.1666666667
fr_FRA_lmonde,DMA,2014-07-28,0.3333333333
fr_CAN_jmontr,SYR,2014-07-28,2
en_NZL_nzhera,PSE,2014-06-16,3.5
en_NZL_nzhera,IND,2014-04-07,20
es_VEN_univer,AUS,2014-09-08,2
en_GBR_dailyt,LBN,2014-07-28,0.5
en_SGP_twoday,NOR,2015-02-16,4
en_MLT_tmalta,NGA,2015-01-05,4
es_ESP_catalu,DEU,2014-06-09,1
en_NZL_nzhera,VAT,2015-04-13,11.3333333333
es_ESP_catalu,ISR,2014-08-04,12
en_IND_hindti,DEU,2014-07-21,1
en_NZL_nzhera,UKR,2014-12-29,4.8333333333
es_CHL_tercer,VAT,2015-01-26,1
es_ESP_elpais,AFG,2014-09-29,2
en_NZL_nzhera,DEU,2014-08-11,15.6666666667
en_GBR_dailyt,VEN,2014-11-10,1
fr_DZA_elwata,LBN,2014-08-04,1
en_NZL_nzhera,UGA,2014-11-10,0.5
en_CHN_mopost,BEL,2014-05-19,2
en_CHN_mopost,GRC,2015-02-09,8.5
fr_BEL_lesoir,GIN,2014-04-14,1
fr_BEL_derheu,ECU,2014-08-18,0.5
en_GBR_guardi,KEN,2015-06-01,1
en_USA_wapost,QAT,2015-05-04,1
es_MEX_univer,MLT,2014-09-29,0.5
en_IND_tindia,LBR,2014-10-27,1
es_VEN_univer,SLE,2014-09-08,1.5
en_NZL_nzhera,VAT,2014-03-10,2.5
fr_FRA_lmonde,LBN,2014-03-10,1.5
en_IND_tindia,CAN,2014-03-10,0.5
en_GBR_dailyt,IRN,2015-06-08,5.5
en_CAN_starca,DEU,2014-12-29,1
en_SGP_twoday,BEL,2015-05-25,0.5
en_MYS_starmy,RWA,2015-05-04,0.5
en_GBR_guardi,LBN,2015-06-15,2
en_CHN_mopost,AFG,2014-01-06,2.5
en_MLT_tmalta,JPN,2014-12-08,3
en_IND_tindia,ISR,2014-02-24,2.3333333333
en_GBR_dailyt,CMR,2014-10-13,1
en_MLT_tmalta,DEU,2014-06-23,0.5
en_CAN_starca,CUB,2014-10-13,1
es_MEX_univer,DEU,2015-02-09,5.4166666667
es_CHL_mercur,ECU,2014-06-30,1
en_CHN_chinad,SAU,2014-08-04,1
en_IND_tindia,BGD,2015-01-05,2
en_CHN_chinad,TUR,2014-02-10,0.5
en_NGA_thiday,NER,2014-12-29,2
en_SGP_twoday,JPN,2014-10-06,10.3333333333
es_MEX_jormex,IRQ,2014-11-10,1.5
en_IND_tindia,FRA,2014-07-28,0.5
es_MEX_jormex,URY,2015-02-23,1
es_ESP_elpais,HKG,2014-06-02,1
en_USA_nytime,SYR,2014-11-10,3.5
es_ARG_nacion,COL,2014-04-21,1
en_JPN_jatime,MDV,2015-03-09,1
en_USA_nytime,UKR,2015-02-02,25
en_GBR_guardi,SOM,2015-04-06,3.6666666667
en_JPN_jatime,VEN,2014-07-28,1
en_GBR_guardi,SSD,2015-02-23,1.3333333333
en_SGP_twoday,PAK,2014-12-29,2.5
es_CHL_tercer,NPL,2015-05-04,4
es_MEX_univer,IND,2015-05-18,1
en_USA_wapost,SSD,2014-04-21,1.5
es_ARG_nacion,USA,2015-01-05,6
es_VEN_univer,CHN,2015-04-06,5.5
fr_FRA_lmonde,LBY,2015-03-23,1
en_CHN_mopost,EGY,2014-06-02,4
en_NZL_nzhera,GBR,2015-06-01,35.5
en_GBR_guardi,NGA,2015-06-08,4
es_CHL_tercer,ESP,2014-10-20,3
en_SGP_twoday,IDN,2015-05-11,13.6666666667
es_ESP_catalu,IRN,2014-05-19,3
en_MYS_starmy,QAT,2014-06-09,2
en_CAN_starca,BRA,2015-02-02,1
en_NZL_nzhera,CAN,2015-04-27,5.5
en_IND_hindti,SAU,2015-05-04,1.5
es_VEN_univer,NGA,2015-02-23,2
en_CHN_chinad,YEM,2015-06-01,2.5
en_AUS_hersun,USA,2014-08-11,6
es_BOL_larazo,IRN,2014-11-10,0.5
en_CHN_chinad,HKG,2014-10-27,0.5
en_SGP_twoday,MEX,2014-12-29,5.5
es_VEN_univer,NLD,2014-08-11,1.3333333333
en_USA_nytime,BGD,2015-04-13,3
en_USA_nytime,SAU,2014-12-08,2
en_NZL_nzhera,ZAF,2014-10-20,19.5
fr_FRA_lmonde,ROU,2014-04-28,1
es_ESP_catalu,HND,2014-11-10,0.3333333333
en_SGP_twoday,COG,2014-09-08,1
es_BOL_patria,COL,2014-11-10,1
en_PAK_newint,LBY,2014-10-06,1.5
es_CHL_mercur,FRA,2014-12-29,3.3333333333
en_MYS_starmy,VAT,2014-06-30,1.5
en_GBR_guardi,LBY,2015-06-08,0.5
es_CHL_tercer,PSE,2014-09-08,2
en_MYS_starmy,CAN,2015-02-16,3.3333333333
en_IND_tindia,JPN,2015-02-02,7.5
en_AUS_hersun,JPN,2014-06-30,1
en_USA_wapost,EGY,2014-06-23,8
en_MLT_tmalta,SYR,2014-12-29,5
es_VEN_univer,LBY,2014-12-29,6
en_PAK_newint,THA,2015-02-16,1
en_CHN_mopost,ITA,2014-04-07,1
es_ESP_catalu,FRA,2015-05-25,5
es_VEN_univer,ITA,2014-04-14,7.5
en_IND_tindia,MMR,2015-02-23,1
es_ESP_elpais,GRC,2015-03-09,4.5
en_IND_tindia,LBY,2015-04-06,0.5
en_CHN_mopost,AUS,2015-06-08,4
fr_FRA_lmonde,BEL,2014-03-10,3.25
en_CHN_mopost,BRB,2015-03-23,1
en_USA_nytime,NGA,2014-08-25,2
en_MYS_starmy,LBN,2014-09-29,4
es_BOL_larazo,GBR,2014-02-10,1.5
en_GBR_guardi,MEX,2014-05-05,2
en_JPN_jatime,CAN,2014-12-22,4
en_IND_hindti,RWA,2014-04-28,1
fr_DZA_elwata,LBY,2015-06-01,1.5
en_GBR_guardi,MYS,2015-03-02,3.5
es_ESP_catalu,GRC,2015-03-30,1.5
fr_BEL_lesoir,HUN,2014-10-20,1
en_USA_wapost,SYR,2014-07-21,1.3333333333
en_GBR_guardi,UGA,2014-03-03,4
en_GBR_guardi,NZL,2014-06-30,1.5
es_VEN_univer,CHL,2014-09-29,4
en_CHN_chinad,MDV,2014-07-07,0.3333333333
es_CHL_mercur,IRQ,2014-08-18,6.3333333333
en_GBR_dailyt,IND,2014-05-19,4.5
en_CHN_chinad,EGY,2015-01-05,1
es_ESP_catalu,SAU,2014-08-18,2
es_VEN_univer,EGY,2015-01-05,1
en_MYS_starmy,VEN,2015-01-26,3.5
en_GBR_guardi,SLE,2015-01-05,4
fr_FRA_lmonde,SVK,2015-02-02,1
es_VEN_univer,IRQ,2014-09-01,19.3333333333
en_GBR_dailyt,AFG,2014-07-14,4
en_CAN_starca,UGA,2014-10-06,1
es_ARG_nacion,CHL,2014-04-28,2
en_SGP_twoday,ISR,2014-11-24,8.5
en_IND_tindia,SAU,2015-04-27,3
es_CHL_tercer,HKG,2014-10-13,9.5
es_VEN_univer,PAK,2014-10-13,1
en_MYS_starmy,MAR,2014-11-24,2
en_JPN_jatime,SLE,2014-10-06,1
fr_BEL_derheu,FRA,2015-03-16,13.5833333333
en_USA_nytime,IDN,2014-07-07,8
en_AUS_austra,ISR,2014-03-31,4
en_NZL_nzhera,DNK,2015-05-04,2
es_ARG_nacion,BRA,2014-08-18,0.5
en_GBR_guardi,PRT,2014-01-13,0.3333333333
es_ESP_catalu,MEX,2014-11-17,4
en_GBR_guardi,VAT,2014-02-24,5
en_CAN_starca,PAK,2015-01-12,1
en_GBR_dailyt,ISR,2014-02-24,7.1666666667
en_USA_wapost,KWT,2015-02-16,1
en_CHN_mopost,UKR,2014-09-15,2.8333333333
en_JPN_jatime,PSE,2014-12-15,1.5
fr_CAN_jmontr,ITA,2014-11-24,1
en_SGP_twoday,PER,2015-03-16,1.5
en_CHN_chinad,VEN,2015-03-16,1
en_CAN_starca,SDN,2014-10-06,0.5
en_NZL_nzhera,ITA,2014-12-01,8.3333333333
en_MYS_starmy,UGA,2014-06-30,4.5
en_NZL_nzhera,KOR,2015-01-26,1
en_SGP_twoday,KEN,2014-11-03,2
en_GBR_guardi,MLI,2014-07-21,2.5
en_GBR_guardi,UGA,2015-05-18,1
en_GBR_dailyt,DEU,2014-12-15,4.8333333333
en_USA_nytime,ESP,2014-02-10,5
en_GBR_guardi,RUS,2014-08-18,11
en_NZL_nzhera,DOM,2015-02-16,3
es_MEX_univer,GIN,2014-03-24,2.5
en_MLT_tmalta,BRA,2014-04-21,1
en_GBR_guardi,BOL,2014-01-20,1
en_SGP_twoday,DEU,2014-12-15,7
en_IND_hindti,HKG,2015-02-02,1
es_MEX_univer,VEN,2014-08-04,1
es_ESP_catalu,CAN,2014-04-28,1
fr_BEL_derheu,PSE,2015-05-18,0.5
en_MYS_starmy,EGY,2015-03-09,13
es_ESP_catalu,ITA,2015-05-04,6
en_CHN_chinad,JPN,2014-02-03,4
fr_FRA_lmonde,ZAF,2015-06-22,1
fr_DZA_xpress,NGA,2014-10-13,2
fr_FRA_lmonde,TUR,2015-05-04,4
en_GBR_dailyt,GRC,2015-06-01,7
es_ESP_elpais,RUS,2014-08-18,3
es_MEX_jormex,CHL,2014-05-19,1
en_USA_nytime,GMB,2014-12-29,5
es_CHL_mercur,FRA,2015-05-18,2.3333333333
en_USA_wapost,JPN,2015-05-18,1
en_NZL_nzhera,CUB,2014-11-24,0.5
fr_DZA_elwata,ITA,2014-11-10,1
en_NZL_nzhera,AUT,2014-11-03,2.5
en_GBR_dailyt,SWE,2014-11-03,1
es_MEX_univer,CHL,2014-10-27,4
fr_CAN_jmontr,CUB,2015-02-16,1
fr_FRA_lepari,RUS,2014-08-04,10
es_CHL_tercer,NPL,2015-05-18,2.5
es_CHL_tercer,AFG,2014-04-28,5
en_ZWE_chroni,DZA,2015-05-18,1
en_CAN_starca,FRA,2014-01-06,8
en_CHN_mopost,YEM,2015-04-27,1.5
en_AUS_austra,USA,2014-09-08,9.5
es_MEX_univer,TUR,2014-05-12,18
en_JPN_jatime,ZAF,2014-11-24,1.5
en_GBR_dailyt,FRA,2015-03-23,28.3333333333
en_USA_wapost,ITA,2015-03-09,2
es_BOL_larazo,SYR,2014-09-22,8
es_BOL_larazo,USA,2014-11-03,6
es_CHL_mercur,NLD,2014-07-28,2
es_ARG_nacion,TUR,2014-05-12,6
en_PAK_newint,IRN,2014-12-22,2.3333333333
en_NZL_nzhera,CAF,2014-04-14,2
en_USA_wapost,GBR,2015-03-16,1
fr_FRA_lmonde,DZA,2014-09-22,14
en_NZL_nzhera,MMR,2015-05-04,3
fr_FRA_lepari,CAF,2015-04-27,7
en_CAN_starca,IND,2014-01-20,6.5
en_JPN_jatime,ALB,2014-06-16,1
fr_FRA_lepari,ARG,2015-02-09,1
en_SGP_twoday,TUR,2015-05-25,12
en_CHN_mopost,ZAF,2014-03-10,10
en_CHN_chinad,SGP,2014-11-10,3
en_GBR_guardi,USA,2014-05-26,77.8333333333
en_GBR_guardi,RUS,2014-06-09,8.1666666667
en_CHN_chinad,DJI,2015-01-19,0.5
fr_BEL_lesoir,ESP,2014-12-15,1
en_GBR_dailyt,KEN,2014-07-21,1
es_CHL_tercer,BOL,2015-01-19,2
en_NZL_nzhera,GNQ,2015-03-16,1
en_USA_wapost,PAK,2014-11-03,1
en_JPN_jatime,PER,2014-10-20,1
fr_DZA_elwata,GRC,2014-03-31,1
en_NZL_nzhera,KEN,2014-11-24,1
en_MLT_tmalta,LBN,2015-02-09,1.5
es_CHL_tercer,LBR,2014-08-18,3
en_MYS_starmy,ARG,2014-11-24,4
es_ESP_catalu,FRA,2014-11-24,7
fr_DZA_xpress,YEM,2014-05-19,1
es_CHL_mercur,MKD,2015-05-04,1
en_MYS_starmy,LBR,2014-10-06,10.5
en_CAN_starca,JPN,2014-11-24,1
en_SGP_twoday,IND,2015-06-15,11
fr_FRA_lmonde,CAF,2014-12-15,3
en_CAN_starca,QAT,2015-05-04,0.5
es_VEN_univer,POL,2015-05-04,1
en_GBR_guardi,BOL,2014-08-25,1
es_BOL_patria,RUS,2014-04-21,0.8333333333
es_CHL_mercur,GHA,2014-06-23,1
en_AUS_hersun,BRA,2015-05-11,1
en_PAK_newint,SAU,2015-05-25,2.5
en_NZL_nzhera,KEN,2015-02-23,3.5
en_USA_nytime,BGD,2015-03-30,7
es_VEN_univer,VAT,2014-04-14,15
en_PAK_newint,BGD,2014-09-22,1
es_CHL_mercur,EGY,2014-05-12,2
en_GBR_guardi,NZL,2014-03-24,1
es_MEX_univer,PRT,2015-06-01,1
es_ESP_catalu,GBR,2015-02-09,2
en_JPN_jatime,UKR,2014-10-13,3.3333333333
en_GBR_dailyt,FIN,2015-02-02,1
en_CHN_chinad,NGA,2014-08-25,1
en_USA_nytime,KOR,2014-05-12,1
es_MEX_jormex,CHN,2014-09-01,0.5
en_GBR_guardi,IRQ,2015-06-08,7.8333333333
en_MYS_starmy,ISL,2015-03-09,1
en_CAN_starca,SWE,2014-04-21,1
en_SGP_twoday,GMB,2014-12-29,12.5
es_ARG_nacion,PER,2014-05-26,1
en_GBR_guardi,TZA,2015-03-02,3
es_BOL_patria,CHL,2014-10-13,3
es_MEX_jormex,RUS,2014-06-23,3
en_NZL_nzhera,PRK,2014-11-10,3.5
en_SGP_twoday,IDN,2015-03-16,11.5
en_CAN_starca,FRA,2015-01-19,3.5
en_MYS_starmy,UKR,2014-07-07,35.75
es_CHL_mercur,BEL,2014-11-10,1
en_MLT_tmalta,ALB,2014-09-22,1.5
fr_DZA_elwata,ESH,2014-03-03,0.5
en_NZL_nzhera,LKA,2014-02-03,4
en_SGP_twoday,GBR,2015-05-18,14
es_VEN_univer,QAT,2015-04-27,1
es_MEX_univer,COL,2014-10-06,3.5
en_GBR_dailyt,MEX,2015-04-20,1.5
en_USA_nytime,RUS,2014-05-19,16.3333333333
es_ESP_catalu,IRN,2014-09-22,1.5
en_MYS_starmy,LBN,2014-10-20,5
en_PAK_newint,MMR,2014-11-10,1
en_GBR_dailyt,ISR,2015-02-23,4
en_PAK_newint,GRC,2014-05-19,0.5
en_CAN_starca,IRN,2015-04-13,1
es_CHL_tercer,EGY,2014-05-19,1
en_GBR_dailyt,LBY,2015-05-18,0.5
en_GBR_guardi,CHN,2015-03-02,21.5
es_ARG_nacion,URY,2014-06-02,4
es_ESP_catalu,ITA,2015-02-16,3
en_SGP_twoday,PER,2014-09-15,2
en_NZL_nzhera,ITA,2014-08-18,4.6666666667
en_USA_nytime,VAT,2014-12-01,2.5
en_NZL_nzhera,POL,2015-04-13,4.5
en_CAN_starca,HTI,2014-01-06,1
en_CHN_chinad,EGY,2014-04-28,1
en_USA_nytime,CUB,2014-02-03,0.5
es_VEN_univer,MEX,2014-07-21,4.5
en_GBR_dailyt,JAM,2014-01-20,1.5
en_CHN_mopost,SEN,2014-02-03,1
en_CHN_mopost,LBY,2014-01-27,0.5
en_USA_nytime,BRA,2014-11-24,1
